date,county,party,voters,election_type,fips
2021-05-03,Clark,republican,1472,,46025
2021-05-03,Clay,democratic,3008,,46027
2021-05-03,Clay,other,2422,,46027
2021-05-03,Clay,republican,2649,,46027
2021-05-03,Codington,democratic,4467,,46029
2021-05-03,Codington,other,4075,,46029
2021-05-03,Codington,republican,9073,,46029
2021-05-03,Corson,democratic,1157,,46031
2021-05-03,Corson,other,536,,46031
2021-05-03,Corson,republican,698,,46031
2021-05-03,Custer,democratic,1155,,46033
2021-05-03,Custer,other,1675,,46033
2021-05-03,Custer,republican,4283,,46033
2021-05-03,Davison,democratic,3116,,46035
2021-05-03,Davison,other,2809,,46035
2021-05-03,Davison,republican,5998,,46035
2021-05-03,Day,democratic,1547,,46037
2021-05-03,Day,other,702,,46037
2021-05-03,Day,republican,1668,,46037
2021-05-03,Deuel,democratic,758,,46039
2021-05-03,Deuel,other,718,,46039
2021-05-03,Deuel,republican,1535,,46039
2021-05-03,Dewey,democratic,2018,,46041
2021-05-03,Dewey,other,680,,46041
2021-05-03,Dewey,republican,760,,46041
2021-05-03,Douglas,democratic,272,,46043
2021-05-03,Douglas,other,209,,46043
2021-05-03,Douglas,republican,1642,,46043
2021-05-03,Edmunds,democratic,673,,46045
2021-05-03,Edmunds,other,423,,46045
2021-05-03,Edmunds,republican,1602,,46045
2021-05-03,Fall River,democratic,940,,46047
2021-05-03,Fall River,other,1344,,46047
2021-05-03,Fall River,republican,3296,,46047
2021-05-03,Faulk,democratic,233,,46049
2021-05-03,Faulk,other,233,,46049
2021-05-03,Faulk,republican,1055,,46049
2021-05-03,Grant,democratic,1277,,46051
2021-05-03,Grant,other,1011,,46051
2021-05-03,Grant,republican,2500,,46051
2021-05-03,Gregory,democratic,793,,46053
2021-05-03,Gregory,other,391,,46053
2021-05-03,Gregory,republican,1715,,46053
2021-05-03,Haakon,democratic,149,,46055
2021-05-03,Haakon,other,135,,46055
2021-05-03,Haakon,republican,1113,,46055
2021-05-03,Hamlin,democratic,653,,46057
2021-05-03,Hamlin,other,586,,46057
2021-05-03,Hamlin,republican,2654,,46057
2021-05-03,Hand,democratic,523,,46059
2021-05-03,Hand,other,254,,46059
2021-05-03,Hand,republican,1516,,46059
2021-05-03,Hanson,democratic,753,,46061
2021-05-03,Hanson,other,847,,46061
2021-05-03,Hanson,republican,1834,,46061
2021-05-03,Harding,democratic,87,,46063
2021-05-03,Harding,other,97,,46063
2021-05-03,Harding,republican,812,,46063
2021-05-03,Hughes,democratic,2397,,46065
2021-05-03,Hughes,other,2238,,46065
2021-05-03,Hughes,republican,7212,,46065
2021-05-03,Hutchinson,democratic,856,,46067
2021-05-03,Hutchinson,other,757,,46067
2021-05-03,Hutchinson,republican,3260,,46067
2021-05-03,Hyde,democratic,182,,46069
2021-05-03,Hyde,other,115,,46069
2021-05-03,Hyde,republican,666,,46069
2021-05-03,Jackson,democratic,669,,46071
2021-05-03,Jackson,other,342,,46071
2021-05-03,Jackson,republican,873,,46071
2021-05-03,Jerauld,democratic,402,,46073
2021-05-03,Jerauld,other,195,,46073
2021-05-03,Jerauld,republican,642,,46073
2021-05-03,Jones,democratic,84,,46075
2021-05-03,Jones,other,88,,46075
2021-05-03,Jones,republican,532,,46075
2021-05-03,Kingsbury,democratic,872,,46077
2021-05-03,Kingsbury,other,625,,46077
2021-05-03,Kingsbury,republican,2122,,46077
2021-05-03,Lake,democratic,2378,,46079
2021-05-03,Lake,other,1927,,46079
2021-05-03,Lake,republican,4277,,46079
2021-05-03,Lawrence,democratic,3808,,46081
2021-05-03,Lawrence,other,4673,,46081
2021-05-03,Lawrence,republican,10034,,46081
2021-05-03,Lincoln,democratic,9776,,46083
2021-05-03,Lincoln,other,11109,,46083
2021-05-03,Lincoln,republican,21031,,46083
2021-05-03,Lyman,democratic,775,,46085
2021-05-03,Lyman,other,326,,46085
2021-05-03,Lyman,republican,1140,,46085
2021-05-03,Marshall,democratic,1102,,46091
2021-05-03,Marshall,other,550,,46091
2021-05-03,Marshall,republican,1182,,46091
2021-05-03,McCook,democratic,965,,46087
2021-05-03,McCook,other,803,,46087
2021-05-03,McCook,republican,2007,,46087
2021-05-03,McPherson,democratic,244,,46089
2021-05-03,McPherson,other,244,,46089
2021-05-03,McPherson,republican,1295,,46089
2021-05-03,Meade,democratic,3160,,46093
2021-05-03,Meade,other,4452,,46093
2021-05-03,Meade,republican,11269,,46093
2021-05-03,Mellette,democratic,453,,46095
2021-05-03,Mellette,other,194,,46095
2021-05-03,Mellette,republican,507,,46095
2021-05-03,Miner,democratic,542,,46097
2021-05-03,Miner,other,338,,46097
2021-05-03,Miner,republican,691,,46097
2021-05-03,Minnehaha,democratic,37547,,46099
2021-05-03,Minnehaha,other,37494,,46099
2021-05-03,Minnehaha,republican,52226,,46099
2021-05-03,Moody,democratic,1499,,46101
2021-05-03,Moody,other,1028,,46101
2021-05-03,Moody,republican,1645,,46101
2021-05-03,Oglala Lakota,democratic,5471,,46102
2021-05-03,Oglala Lakota,other,2027,,46102
2021-05-03,Oglala Lakota,republican,524,,46102
2021-05-03,Pennington,democratic,18065,,46103
2021-05-03,Pennington,other,23726,,46103
2021-05-03,Pennington,republican,40229,,46103
2021-05-03,Perkins,democratic,325,,46105
2021-05-03,Perkins,other,351,,46105
2021-05-03,Perkins,republican,1468,,46105
2021-05-03,Potter,democratic,248,,46107
2021-05-03,Potter,other,172,,46107
2021-05-03,Potter,republican,1312,,46107
2021-05-03,Roberts,democratic,2912,,46109
2021-05-03,Roberts,other,1427,,46109
2021-05-03,Roberts,republican,2083,,46109
2021-05-03,Sanborn,democratic,421,,46111
2021-05-03,Sanborn,other,258,,46111
2021-05-03,Sanborn,republican,897,,46111
2021-05-03,Spink,democratic,1271,,46115
2021-05-03,Spink,other,658,,46115
2021-05-03,Spink,republican,2275,,46115
2021-05-03,Stanley,democratic,404,,46117
2021-05-03,Stanley,other,308,,46117
2021-05-03,Stanley,republican,1429,,46117
2021-05-03,Sully,democratic,198,,46119
2021-05-03,Sully,other,141,,46119
2021-05-03,Sully,republican,777,,46119
2021-05-03,Todd,democratic,2957,,46121
2021-05-03,Todd,other,990,,46121
2021-05-03,Todd,republican,700,,46121
2021-05-03,Tripp,democratic,771,,46123
2021-05-03,Tripp,other,592,,46123
2021-05-03,Tripp,republican,2322,,46123
2021-05-03,Turner,democratic,1327,,46125
2021-05-03,Turner,other,1214,,46125
2021-05-03,Turner,republican,3273,,46125
2021-05-03,Union,democratic,2713,,46127
2021-05-03,Union,other,3730,,46127
2021-05-03,Union,republican,6001,,46127
2021-05-03,Walworth,democratic,776,,46129
2021-05-03,Walworth,other,529,,46129
2021-05-03,Walworth,republican,2521,,46129
2021-05-03,Yankton,democratic,3945,,46135
2021-05-03,Yankton,other,3902,,46135
2021-05-03,Yankton,republican,6690,,46135
2021-05-03,Ziebach,democratic,851,,46137
2021-05-03,Ziebach,other,386,,46137
2021-05-03,Ziebach,republican,405,,46137
2021-06-01,Aurora,democratic,654,,46003
2021-06-01,Aurora,other,296,,46003
2021-06-01,Aurora,republican,870,,46003
2021-06-01,Beadle,democratic,3056,,46005
2021-06-01,Beadle,other,2421,,46005
2021-06-01,Beadle,republican,4581,,46005
2021-06-01,Bennett,democratic,769,,46007
2021-06-01,Bennett,other,377,,46007
2021-06-01,Bennett,republican,711,,46007
2021-06-01,Bon Homme,democratic,1059,,46009
2021-06-01,Bon Homme,other,686,,46009
2021-06-01,Bon Homme,republican,2210,,46009
2021-06-01,Brookings,democratic,5366,,46011
2021-06-01,Brookings,other,6045,,46011
2021-06-01,Brookings,republican,8560,,46011
2021-06-01,Brown,democratic,7933,,46013
2021-06-01,Brown,other,4940,,46013
2021-06-01,Brown,republican,11177,,46013
2021-06-01,Brule,democratic,1061,,46015
2021-06-01,Brule,other,606,,46015
2021-06-01,Brule,republican,1610,,46015
2021-06-01,Buffalo,democratic,602,,46017
2021-06-01,Buffalo,other,158,,46017
2021-06-01,Buffalo,republican,164,,46017
2021-06-01,Butte,democratic,915,,46019
2021-06-01,Butte,other,1454,,46019
2021-06-01,Butte,republican,4211,,46019
2021-06-01,Campbell,democratic,119,,46021
2021-06-01,Campbell,other,96,,46021
2021-06-01,Campbell,republican,917,,46021
2021-06-01,Charles Mix,democratic,2065,,46023
2021-06-01,Charles Mix,other,857,,46023
2021-06-01,Charles Mix,republican,2516,,46023
2021-06-01,Clark,democratic,644,,46025
2021-06-01,Clark,other,400,,46025
2021-06-01,Clark,republican,1476,,46025
2021-06-01,Clay,democratic,3017,,46027
2021-06-01,Clay,other,2425,,46027
2021-06-01,Clay,republican,2663,,46027
2021-06-01,Codington,democratic,4453,,46029
2021-06-01,Codington,other,4089,,46029
2021-06-01,Codington,republican,9092,,46029
2021-06-01,Corson,democratic,1157,,46031
2021-06-01,Corson,other,536,,46031
2021-06-01,Corson,republican,702,,46031
2021-06-01,Custer,democratic,1158,,46033
2021-06-01,Custer,other,1686,,46033
2021-06-01,Custer,republican,4311,,46033
2021-06-01,Davison,democratic,3117,,46035
2021-06-01,Davison,other,2815,,46035
2021-06-01,Davison,republican,6014,,46035
2021-06-01,Day,democratic,1543,,46037
2021-06-01,Day,other,701,,46037
2021-06-01,Day,republican,1669,,46037
2021-06-01,Deuel,democratic,756,,46039
2021-06-01,Deuel,other,716,,46039
2021-06-01,Deuel,republican,1536,,46039
2021-06-01,Dewey,democratic,2010,,46041
2021-06-01,Dewey,other,683,,46041
2021-06-01,Dewey,republican,759,,46041
2021-06-01,Douglas,democratic,269,,46043
2021-06-01,Douglas,other,210,,46043
2021-06-01,Douglas,republican,1649,,46043
2021-06-01,Edmunds,democratic,669,,46045
2021-06-01,Edmunds,other,425,,46045
2021-06-01,Edmunds,republican,1605,,46045
2021-06-01,Fall River,democratic,940,,46047
2021-06-01,Fall River,other,1346,,46047
2021-06-01,Fall River,republican,3305,,46047
2021-06-01,Faulk,democratic,231,,46049
2021-06-01,Faulk,other,233,,46049
2021-06-01,Faulk,republican,1055,,46049
2021-06-01,Grant,democratic,1278,,46051
2021-06-01,Grant,other,1016,,46051
2021-06-01,Grant,republican,2505,,46051
2021-06-01,Gregory,democratic,792,,46053
2021-06-01,Gregory,other,390,,46053
2021-06-01,Gregory,republican,1716,,46053
2021-06-01,Haakon,democratic,149,,46055
2021-06-01,Haakon,other,135,,46055
2021-06-01,Haakon,republican,1114,,46055
2021-06-01,Hamlin,democratic,652,,46057
2021-06-01,Hamlin,other,588,,46057
2021-06-01,Hamlin,republican,2660,,46057
2021-06-01,Hand,democratic,523,,46059
2021-06-01,Hand,other,254,,46059
2021-06-01,Hand,republican,1516,,46059
2021-06-01,Hanson,democratic,754,,46061
2021-06-01,Hanson,other,851,,46061
2021-06-01,Hanson,republican,1839,,46061
2021-06-01,Harding,democratic,86,,46063
2021-06-01,Harding,other,98,,46063
2021-06-01,Harding,republican,810,,46063
2021-06-01,Hughes,democratic,2400,,46065
2021-06-01,Hughes,other,2244,,46065
2021-06-01,Hughes,republican,7214,,46065
2021-06-01,Hutchinson,democratic,854,,46067
2021-06-01,Hutchinson,other,766,,46067
2021-06-01,Hutchinson,republican,3263,,46067
2021-06-01,Hyde,democratic,182,,46069
2021-06-01,Hyde,other,117,,46069
2021-06-01,Hyde,republican,667,,46069
2021-06-01,Jackson,democratic,669,,46071
2021-06-01,Jackson,other,336,,46071
2021-06-01,Jackson,republican,865,,46071
2021-06-01,Jerauld,democratic,404,,46073
2021-06-01,Jerauld,other,195,,46073
2021-06-01,Jerauld,republican,642,,46073
2021-06-01,Jones,democratic,84,,46075
2021-06-01,Jones,other,88,,46075
2021-06-01,Jones,republican,532,,46075
2021-06-01,Kingsbury,democratic,872,,46077
2021-06-01,Kingsbury,other,624,,46077
2021-06-01,Kingsbury,republican,2130,,46077
2021-06-01,Lake,democratic,2370,,46079
2021-06-01,Lake,other,1934,,46079
2021-06-01,Lake,republican,4292,,46079
2021-06-01,Lawrence,democratic,3806,,46081
2021-06-01,Lawrence,other,4695,,46081
2021-06-01,Lawrence,republican,10047,,46081
2021-06-01,Lincoln,democratic,9794,,46083
2021-06-01,Lincoln,other,11145,,46083
2021-06-01,Lincoln,republican,21052,,46083
2021-06-01,Lyman,democratic,773,,46085
2021-06-01,Lyman,other,326,,46085
2021-06-01,Lyman,republican,1139,,46085
2021-06-01,Marshall,democratic,1096,,46091
2021-06-01,Marshall,other,554,,46091
2021-06-01,Marshall,republican,1186,,46091
2021-06-01,McCook,democratic,964,,46087
2021-06-01,McCook,other,807,,46087
2021-06-01,McCook,republican,2014,,46087
2021-06-01,McPherson,democratic,243,,46089
2021-06-01,McPherson,other,245,,46089
2021-06-01,McPherson,republican,1294,,46089
2021-06-01,Meade,democratic,3159,,46093
2021-06-01,Meade,other,4468,,46093
2021-06-01,Meade,republican,11275,,46093
2021-06-01,Mellette,democratic,452,,46095
2021-06-01,Mellette,other,194,,46095
2021-06-01,Mellette,republican,507,,46095
2021-06-01,Miner,democratic,539,,46097
2021-06-01,Miner,other,338,,46097
2021-06-01,Miner,republican,688,,46097
2021-06-01,Minnehaha,democratic,37530,,46099
2021-06-01,Minnehaha,other,37537,,46099
2021-06-01,Minnehaha,republican,52226,,46099
2021-06-01,Moody,democratic,1499,,46101
2021-06-01,Moody,other,1031,,46101
2021-06-01,Moody,republican,1650,,46101
2021-06-01,Oglala Lakota,democratic,5467,,46102
2021-06-01,Oglala Lakota,other,2030,,46102
2021-06-01,Oglala Lakota,republican,525,,46102
2021-06-01,Pennington,democratic,18082,,46103
2021-06-01,Pennington,other,23869,,46103
2021-06-01,Pennington,republican,40401,,46103
2021-06-01,Perkins,democratic,326,,46105
2021-06-01,Perkins,other,352,,46105
2021-06-01,Perkins,republican,1469,,46105
2021-06-01,Potter,democratic,248,,46107
2021-06-01,Potter,other,172,,46107
2021-06-01,Potter,republican,1314,,46107
2021-06-01,Roberts,democratic,2914,,46109
2021-06-01,Roberts,other,1431,,46109
2021-06-01,Roberts,republican,2089,,46109
2021-06-01,Sanborn,democratic,418,,46111
2021-06-01,Sanborn,other,259,,46111
2021-06-01,Sanborn,republican,895,,46111
2021-06-01,Spink,democratic,1269,,46115
2021-06-01,Spink,other,657,,46115
2021-06-01,Spink,republican,2279,,46115
2021-06-01,Stanley,democratic,402,,46117
2021-06-01,Stanley,other,309,,46117
2021-06-01,Stanley,republican,1430,,46117
2021-06-01,Sully,democratic,196,,46119
2021-06-01,Sully,other,141,,46119
2021-06-01,Sully,republican,780,,46119
2021-06-01,Todd,democratic,2958,,46121
2021-06-01,Todd,other,989,,46121
2021-06-01,Todd,republican,700,,46121
2021-06-01,Tripp,democratic,770,,46123
2021-06-01,Tripp,other,591,,46123
2021-06-01,Tripp,republican,2321,,46123
2021-06-01,Turner,democratic,1321,,46125
2021-06-01,Turner,other,1216,,46125
2021-06-01,Turner,republican,3276,,46125
2021-06-01,Union,democratic,2708,,46127
2021-06-01,Union,other,3748,,46127
2021-06-01,Union,republican,6006,,46127
2021-06-01,Walworth,democratic,777,,46129
2021-06-01,Walworth,other,539,,46129
2021-06-01,Walworth,republican,2535,,46129
2021-06-01,Yankton,democratic,3940,,46135
2021-06-01,Yankton,other,3910,,46135
2021-06-01,Yankton,republican,6706,,46135
2021-06-01,Ziebach,democratic,847,,46137
2021-06-01,Ziebach,other,386,,46137
2021-06-01,Ziebach,republican,405,,46137
2021-07-01,Aurora,democratic,652,,46003
2021-07-01,Aurora,other,297,,46003
2021-07-01,Aurora,republican,876,,46003
2021-07-01,Beadle,democratic,3048,,46005
2021-07-01,Beadle,other,2419,,46005
2021-07-01,Beadle,republican,4585,,46005
2021-07-01,Bennett,democratic,768,,46007
2021-07-01,Bennett,other,379,,46007
2021-07-01,Bennett,republican,711,,46007
2021-07-01,Bon Homme,democratic,1059,,46009
2021-07-01,Bon Homme,other,690,,46009
2021-07-01,Bon Homme,republican,2209,,46009
2021-07-01,Brookings,democratic,5362,,46011
2021-07-01,Brookings,other,6071,,46011
2021-07-01,Brookings,republican,8575,,46011
2021-07-01,Brown,democratic,7923,,46013
2021-07-01,Brown,other,4951,,46013
2021-07-01,Brown,republican,11195,,46013
2021-07-01,Brule,democratic,1058,,46015
2021-07-01,Brule,other,607,,46015
2021-07-01,Brule,republican,1617,,46015
2021-07-01,Buffalo,democratic,601,,46017
2021-07-01,Buffalo,other,156,,46017
2021-07-01,Buffalo,republican,164,,46017
2021-07-01,Butte,democratic,916,,46019
2021-07-01,Butte,other,1465,,46019
2021-07-01,Butte,republican,4232,,46019
2021-07-01,Campbell,democratic,120,,46021
2021-07-01,Campbell,other,97,,46021
2021-07-01,Campbell,republican,918,,46021
2021-07-01,Charles Mix,democratic,2057,,46023
2021-07-01,Charles Mix,other,856,,46023
2021-07-01,Charles Mix,republican,2521,,46023
2021-07-01,Clark,democratic,640,,46025
2021-07-01,Clark,other,400,,46025
2021-07-01,Clark,republican,1474,,46025
2021-07-01,Clay,democratic,3022,,46027
2021-07-01,Clay,other,2437,,46027
2021-07-01,Clay,republican,2669,,46027
2021-07-01,Codington,democratic,4458,,46029
2021-07-01,Codington,other,4087,,46029
2021-07-01,Codington,republican,9134,,46029
2021-07-01,Corson,democratic,1159,,46031
2021-07-01,Corson,other,533,,46031
2021-07-01,Corson,republican,703,,46031
2021-07-01,Custer,democratic,1161,,46033
2021-07-01,Custer,other,1693,,46033
2021-07-01,Custer,republican,4334,,46033
2021-07-01,Davison,democratic,3108,,46035
2021-07-01,Davison,other,2825,,46035
2021-07-01,Davison,republican,6036,,46035
2021-07-01,Day,democratic,1542,,46037
2021-07-01,Day,other,703,,46037
2021-07-01,Day,republican,1672,,46037
2021-07-01,Deuel,democratic,755,,46039
2021-07-01,Deuel,other,717,,46039
2021-07-01,Deuel,republican,1543,,46039
2021-07-01,Dewey,democratic,2007,,46041
2021-07-01,Dewey,other,684,,46041
2021-07-01,Dewey,republican,760,,46041
2021-07-01,Douglas,democratic,269,,46043
2021-07-01,Douglas,other,208,,46043
2021-07-01,Douglas,republican,1651,,46043
2021-07-01,Edmunds,democratic,665,,46045
2021-07-01,Edmunds,other,424,,46045
2021-07-01,Edmunds,republican,1609,,46045
2021-07-01,Fall River,democratic,936,,46047
2021-07-01,Fall River,other,1355,,46047
2021-07-01,Fall River,republican,3314,,46047
2021-07-01,Faulk,democratic,231,,46049
2021-07-01,Faulk,other,235,,46049
2021-07-01,Faulk,republican,1054,,46049
2021-07-01,Grant,democratic,1275,,46051
2021-07-01,Grant,other,1019,,46051
2021-07-01,Grant,republican,2511,,46051
2021-07-01,Gregory,democratic,790,,46053
2021-07-01,Gregory,other,389,,46053
2021-07-01,Gregory,republican,1718,,46053
2021-07-01,Haakon,democratic,149,,46055
2021-07-01,Haakon,other,135,,46055
2021-07-01,Haakon,republican,1111,,46055
2021-07-01,Hamlin,democratic,653,,46057
2021-07-01,Hamlin,other,591,,46057
2021-07-01,Hamlin,republican,2678,,46057
2021-07-01,Hand,democratic,523,,46059
2021-07-01,Hand,other,253,,46059
2021-07-01,Hand,republican,1515,,46059
2021-07-01,Hanson,democratic,754,,46061
2021-07-01,Hanson,other,855,,46061
2021-07-01,Hanson,republican,1841,,46061
2021-07-01,Harding,democratic,86,,46063
2021-07-01,Harding,other,98,,46063
2021-07-01,Harding,republican,811,,46063
2021-07-01,Hughes,democratic,2400,,46065
2021-07-01,Hughes,other,2239,,46065
2021-07-01,Hughes,republican,7224,,46065
2021-07-01,Hutchinson,democratic,865,,46067
2021-07-01,Hutchinson,other,780,,46067
2021-07-01,Hutchinson,republican,3284,,46067
2021-07-01,Hyde,democratic,182,,46069
2021-07-01,Hyde,other,118,,46069
2021-07-01,Hyde,republican,666,,46069
2021-07-01,Jackson,democratic,665,,46071
2021-07-01,Jackson,other,336,,46071
2021-07-01,Jackson,republican,860,,46071
2021-07-01,Jerauld,democratic,403,,46073
2021-07-01,Jerauld,other,196,,46073
2021-07-01,Jerauld,republican,642,,46073
2021-07-01,Jones,democratic,84,,46075
2021-07-01,Jones,other,89,,46075
2021-07-01,Jones,republican,531,,46075
2021-07-01,Kingsbury,democratic,872,,46077
2021-07-01,Kingsbury,other,629,,46077
2021-07-01,Kingsbury,republican,2127,,46077
2021-07-01,Lake,democratic,2367,,46079
2021-07-01,Lake,other,1936,,46079
2021-07-01,Lake,republican,4289,,46079
2021-07-01,Lawrence,democratic,3806,,46081
2021-07-01,Lawrence,other,4723,,46081
2021-07-01,Lawrence,republican,10103,,46081
2021-07-01,Lincoln,democratic,9803,,46083
2021-07-01,Lincoln,other,11218,,46083
2021-07-01,Lincoln,republican,21109,,46083
2021-07-01,Lyman,democratic,772,,46085
2021-07-01,Lyman,other,330,,46085
2021-07-01,Lyman,republican,1136,,46085
2021-07-01,Marshall,democratic,1090,,46091
2021-07-01,Marshall,other,554,,46091
2021-07-01,Marshall,republican,1188,,46091
2021-07-01,McCook,democratic,961,,46087
2021-07-01,McCook,other,805,,46087
2021-07-01,McCook,republican,2018,,46087
2021-07-01,McPherson,democratic,241,,46089
2021-07-01,McPherson,other,245,,46089
2021-07-01,McPherson,republican,1297,,46089
2021-07-01,Meade,democratic,3167,,46093
2021-07-01,Meade,other,4484,,46093
2021-07-01,Meade,republican,11291,,46093
2021-07-01,Mellette,democratic,453,,46095
2021-07-01,Mellette,other,194,,46095
2021-07-01,Mellette,republican,508,,46095
2021-07-01,Miner,democratic,540,,46097
2021-07-01,Miner,other,338,,46097
2021-07-01,Miner,republican,684,,46097
2021-07-01,Minnehaha,democratic,37591,,46099
2021-07-01,Minnehaha,other,37820,,46099
2021-07-01,Minnehaha,republican,52518,,46099
2021-07-01,Moody,democratic,1499,,46101
2021-07-01,Moody,other,1030,,46101
2021-07-01,Moody,republican,1652,,46101
2021-07-01,Oglala Lakota,democratic,5473,,46102
2021-07-01,Oglala Lakota,other,2031,,46102
2021-07-01,Oglala Lakota,republican,526,,46102
2021-07-01,Pennington,democratic,18133,,46103
2021-07-01,Pennington,other,24037,,46103
2021-07-01,Pennington,republican,40795,,46103
2021-07-01,Perkins,democratic,325,,46105
2021-07-01,Perkins,other,352,,46105
2021-07-01,Perkins,republican,1473,,46105
2021-07-01,Potter,democratic,246,,46107
2021-07-01,Potter,other,172,,46107
2021-07-01,Potter,republican,1313,,46107
2021-07-01,Roberts,democratic,2904,,46109
2021-07-01,Roberts,other,1436,,46109
2021-07-01,Roberts,republican,2094,,46109
2021-07-01,Sanborn,democratic,416,,46111
2021-07-01,Sanborn,other,260,,46111
2021-07-01,Sanborn,republican,895,,46111
2021-07-01,Spink,democratic,1270,,46115
2021-07-01,Spink,other,661,,46115
2021-07-01,Spink,republican,2284,,46115
2021-07-01,Stanley,democratic,405,,46117
2021-07-01,Stanley,other,310,,46117
2021-07-01,Stanley,republican,1429,,46117
2021-07-01,Sully,democratic,198,,46119
2021-07-01,Sully,other,142,,46119
2021-07-01,Sully,republican,780,,46119
2021-07-01,Todd,democratic,2955,,46121
2021-07-01,Todd,other,987,,46121
2021-07-01,Todd,republican,700,,46121
2021-07-01,Tripp,democratic,766,,46123
2021-07-01,Tripp,other,592,,46123
2021-07-01,Tripp,republican,2324,,46123
2021-07-01,Turner,democratic,1322,,46125
2021-07-01,Turner,other,1217,,46125
2021-07-01,Turner,republican,3275,,46125
2021-07-01,Union,democratic,2710,,46127
2021-07-01,Union,other,3756,,46127
2021-07-01,Union,republican,5998,,46127
2021-07-01,Walworth,democratic,777,,46129
2021-07-01,Walworth,other,542,,46129
2021-07-01,Walworth,republican,2535,,46129
2021-07-01,Yankton,democratic,3939,,46135
2021-07-01,Yankton,other,3917,,46135
2021-07-01,Yankton,republican,6711,,46135
2021-07-01,Ziebach,democratic,845,,46137
2021-07-01,Ziebach,other,388,,46137
2021-07-01,Ziebach,republican,404,,46137
2021-08-02,Aurora,democratic,651,,46003
2021-08-02,Aurora,other,291,,46003
2021-08-02,Aurora,republican,879,,46003
2021-08-02,Beadle,democratic,3051,,46005
2021-08-02,Beadle,other,2426,,46005
2021-08-02,Beadle,republican,4591,,46005
2021-08-02,Bennett,democratic,767,,46007
2021-08-02,Bennett,other,380,,46007
2021-08-02,Bennett,republican,709,,46007
2021-08-02,Bon Homme,democratic,1052,,46009
2021-08-02,Bon Homme,other,691,,46009
2021-08-02,Bon Homme,republican,2203,,46009
2021-08-02,Brookings,democratic,5348,,46011
2021-08-02,Brookings,other,6097,,46011
2021-08-02,Brookings,republican,8590,,46011
2021-08-02,Brown,democratic,7905,,46013
2021-08-02,Brown,other,4971,,46013
2021-08-02,Brown,republican,11236,,46013
2021-08-02,Brule,democratic,1056,,46015
2021-08-02,Brule,other,604,,46015
2021-08-02,Brule,republican,1618,,46015
2021-08-02,Buffalo,democratic,602,,46017
2021-08-02,Buffalo,other,157,,46017
2021-08-02,Buffalo,republican,164,,46017
2021-08-02,Butte,democratic,914,,46019
2021-08-02,Butte,other,1462,,46019
2021-08-02,Butte,republican,4230,,46019
2021-08-02,Campbell,democratic,119,,46021
2021-08-02,Campbell,other,98,,46021
2021-08-02,Campbell,republican,919,,46021
2021-08-02,Charles Mix,democratic,2048,,46023
2021-08-02,Charles Mix,other,853,,46023
2021-08-02,Charles Mix,republican,2524,,46023
2021-08-02,Clark,democratic,641,,46025
2021-08-02,Clark,other,402,,46025
2021-08-02,Clark,republican,1484,,46025
2021-08-02,Clay,democratic,3025,,46027
2021-08-02,Clay,other,2449,,46027
2021-08-02,Clay,republican,2687,,46027
2021-08-02,Codington,democratic,4433,,46029
2021-08-02,Codington,other,4089,,46029
2021-08-02,Codington,republican,9117,,46029
2021-08-02,Corson,democratic,1154,,46031
2021-08-02,Corson,other,531,,46031
2021-08-02,Corson,republican,709,,46031
2021-08-02,Custer,democratic,1154,,46033
2021-08-02,Custer,other,1693,,46033
2021-08-02,Custer,republican,4339,,46033
2021-08-02,Davison,democratic,3109,,46035
2021-08-02,Davison,other,2840,,46035
2021-08-02,Davison,republican,6045,,46035
2021-08-02,Day,democratic,1534,,46037
2021-08-02,Day,other,704,,46037
2021-08-02,Day,republican,1674,,46037
2021-08-02,Deuel,democratic,753,,46039
2021-08-02,Deuel,other,723,,46039
2021-08-02,Deuel,republican,1554,,46039
2021-08-02,Dewey,democratic,2005,,46041
2021-08-02,Dewey,other,689,,46041
2021-08-02,Dewey,republican,756,,46041
2021-08-02,Douglas,democratic,268,,46043
2021-08-02,Douglas,other,208,,46043
2021-08-02,Douglas,republican,1648,,46043
2021-08-02,Edmunds,democratic,663,,46045
2021-08-02,Edmunds,other,427,,46045
2021-08-02,Edmunds,republican,1611,,46045
2021-08-02,Fall River,democratic,935,,46047
2021-08-02,Fall River,other,1355,,46047
2021-08-02,Fall River,republican,3328,,46047
2021-08-02,Faulk,democratic,230,,46049
2021-08-02,Faulk,other,236,,46049
2021-08-02,Faulk,republican,1053,,46049
2021-08-02,Grant,democratic,1273,,46051
2021-08-02,Grant,other,1018,,46051
2021-08-02,Grant,republican,2513,,46051
2021-08-02,Gregory,democratic,780,,46053
2021-08-02,Gregory,other,385,,46053
2021-08-02,Gregory,republican,1714,,46053
2021-08-02,Haakon,democratic,149,,46055
2021-08-02,Haakon,other,137,,46055
2021-08-02,Haakon,republican,1112,,46055
2021-08-02,Hamlin,democratic,649,,46057
2021-08-02,Hamlin,other,595,,46057
2021-08-02,Hamlin,republican,2684,,46057
2021-08-02,Hand,democratic,519,,46059
2021-08-02,Hand,other,252,,46059
2021-08-02,Hand,republican,1517,,46059
2021-08-02,Hanson,democratic,750,,46061
2021-08-02,Hanson,other,856,,46061
2021-08-02,Hanson,republican,1842,,46061
2021-08-02,Harding,democratic,86,,46063
2021-08-02,Harding,other,97,,46063
2021-08-02,Harding,republican,813,,46063
2021-08-02,Hughes,democratic,2366,,46065
